year,month,day,customer_segment,customer_type,product_segment,product_type,manager,company,service,retail,customerType,unit,product,region,customer,sales,amount,profit
2013,10,1,Крупный опт,Папка 1С,Кофе,Папка 1С,Петров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №5093, т",Московская обл,Покупатель №590,152000.0,4.0,18838.01
2013,10,1,Мелкий опт,Папка 1С,Россия,Происхождение,Петров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №5093, т",Ивановская обл,Покупатель №1155,2138544.0,59.4,209489.39
2013,10,1,Поставщики,Папка 1С,Свои услуги,Происхождение,Иванов,ООО Опт,Услуга,Прочее,Внешние,т,"Услуга №174, т",Московская обл,ПокупательПоставщик №838,164046.0,136.71,164046.0
2013,10,1,Ярославская обл,Регион,Россия,Происхождение,Алексеев,ООО Опт,Товар,Прочее,Внешние,т,"Товар №681, т",Ярославская обл,ПокупательПоставщик №53,3520.0,0.16,491.2
2013,11,1,A,ABC классификация,Россия,Происхождение,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №5093, т",Ивановская обл,ПокупательПоставщик №710,118794.0,3.05,12587.59
2013,11,1,C,ABC классификация,Овощи,Папка 1С,Алексеев,ООО Опт,Товар,Прочее,Внешние,т,"Товар №1018, т",Ярославская обл,Покупатель №47,14400.0,0.3,1948.16
2013,11,1,Вологодская обл,Регион,Свое производство,Происхождение,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №1845, т",Вологодская обл,ПокупательПоставщик №678,44000.0,1.0,3185.92
2013,11,1,Индивидуальные предприниматели,Папка 1С,Россия,Происхождение,Петров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №8924, т",Ивановская обл,Покупатель №172,11700.0,0.3,1581.0
2013,11,1,Московская обл,Регион,Овощи,Папка 1С,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №1018, т",Московская обл,Покупатель №214,939146.51,20.5,103790.57
2013,11,1,Ритейл,Папка 1С,Овощи/фрукты,Категория,Алексеев,ООО Опт,Товар,Прочее,Внешние,т,"Товар №1018, т",Ярославская обл,ПокупательПоставщик №390,790113.84,20.0,-40008.84
2013,11,1,Ярославская обл,Регион,Свое производство,Происхождение,Смирнов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №3237, т",Ярославская обл,Покупатель №96,45000.0,1.5,14605.67
2013,12,1,A,ABC классификация,Свои услуги,Происхождение,Иванов,ООО Опт,Услуга,Прочее,Внешние,т,"Услуга №209, т",Московская обл,ПокупательПоставщик №838,47010.0,31.34,47010.0
2013,12,1,B,ABC классификация,Соки/воды,Категория,Алексеев,ООО Опт,Товар,Прочее,Внешние,т,"Товар №4507, т",Ярославская обл,Покупатель №1169,341754.0,16.27,24290.88
2013,12,1,C,ABC классификация,Свое производство,Происхождение,Сидоров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №3237, т",Ивановская обл,Покупатель №836,116000.0,4.0,31447.22
2013,12,1,Ивановская обл,Регион,Овощи,Папка 1С,Петров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №1018, т",Ивановская обл,Покупатель №93,184800.0,3.85,21535.54
2013,12,1,Крупный опт,Папка 1С,Молочка,Категория,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №8924, т",Московская обл,Покупатель №913,78000.0,2.0,6436.19
2013,12,1,Мелкий опт,Папка 1С,Россия,Происхождение,Алексеев,ООО Опт,Товар,Прочее,Внешние,т,"Товар №2177, т",Ярославская обл,Покупатель №1169,15600.0,10.4,5200.0
2013,12,1,Московская обл,Регион,Свои услуги,Происхождение,Иванов,ООО Опт,Услуга,Прочее,Внешние,т,"Услуга №209, т",Московская обл,ПокупательПоставщик №838,47010.0,31.34,47010.0
2013,12,1,Ритейл,Папка 1С,Россия,Происхождение,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №8924, т",Вологодская обл,Покупатель №977,8100.0,0.2,943.62
2013,12,1,Ярославская обл,Регион,Россия,Происхождение,Алексеев,ООО Опт,Товар,Прочее,Внешние,т,"Товар №4267, т",Ярославская обл,ПокупательПоставщик №53,494400.0,12.0,37200.0
2014,1,1,A,ABC классификация,Россия,Происхождение,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №5093, т",Ивановская обл,ПокупательПоставщик №710,80737.25,2.06,12339.27
2014,1,1,C,ABC классификация,Овощи,Папка 1С,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №1018, т",Московская обл,ПокупательПоставщик №534,51000.0,1.0,7760.08
2014,1,1,Ивановская обл,Регион,Колбасное производство,Папка 1С,Сидоров,ООО Опт,Услуга,Прочее,Внешние,т,"Услуга №252, т",Ивановская обл,ПокупательПоставщик №448,18468.8,6.6,18468.8
2014,1,1,Крупный опт,Папка 1С,Молочная продукция,Папка 1С,Алексеев,ООО Опт,Товар,Прочее,Внешние,т,"Товар №4098, т",Ярославская обл,Покупатель №318,21000.0,0.5,916.37
2014,1,1,Московская обл,Регион,Сыры,Папка 1С,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №8924, т",Московская обл,Покупатель №1028,459898.96,10.0,85121.6
2014,1,1,Торговые сети,Папка 1С,Сыры,Папка 1С,Сидоров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №8924, т",Вологодская обл,Покупатель №1314,755180.99,16.0,172582.71
2014,2,1,A,ABC классификация,Мясные консервы,Папка 1С,Алексеев,ООО Опт,Товар,Прочее,Внешние,т,"Товар №8725, т",Ярославская обл,ПокупательПоставщик №22,5315512.0,139.74,613782.24
2014,2,1,B,ABC классификация,Фрукты,Папка 1С,Сидоров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №1651, т",Вологодская обл,ПокупательПоставщик №396,693880.0,18.26,68343.82
2014,2,1,C,ABC классификация,Россия,Происхождение,Смирнов,ООО Опт,Товар,Прочее,Внешние,шт,"Товар №3389, шт",Ярославская обл,Покупатель №993,966.0,42.0,559.98
